Server_No,IP,ssh,SSH_Status,Tomcat_Name,Tomcat_Status,Application_Name,SHA_ID,CPU_Cores,Mem_Total_MiB,Mem_Used_MiB,Mem_Free_MiB,Default_Config_URL
54,10.30.161.26,ssh passed,tomcat8-smppsender03,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,19045,4299,/jndi/rmi://10.30.161.217:9999/jmxrmi
54,10.30.161.26,ssh passed,tomcat8-smppsender04,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,19045,4299,/jndi/rmi://10.30.161.217:9999/jmxrmi
54,10.30.161.26,ssh passed,tomcat8-smppsender05,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,19045,4299,/jndi/rmi://10.30.161.217:9999/jmxrmi
54,10.30.161.26,ssh passed,tomcat8-smppsender06,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,19045,4299,/jndi/rmi://10.30.161.217:9999/jmxrmi
54,10.30.161.26,ssh passed,tomcat8-smppsender07,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,19045,4299,/jndi/rmi://10.30.161.217:9999/jmxrmi
54,10.30.161.26,ssh passed,tomcat8-smppsendercallback01,UP,SMPPSenderCallBack,81f991eee6f6621f03860771b285ef41fea40b3a,24,48122,19045,4299,/jndi/rmi://10.30.161.217:9999/jmxrmi
54,10.30.161.26,ssh passed,tomcat8-smppsendercallback02,UP,SMPPSenderCallBack,81f991eee6f6621f03860771b285ef41fea40b3a,24,48122,19045,4299,/jndi/rmi://10.30.161.217:9999/jmxrmi
55,10.30.161.27,ssh passed,tomcat8-smppsender01,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,20296,2861,/jndi/rmi://10.30.161.217:9999/jmxrmi
55,10.30.161.27,ssh passed,tomcat8-smppsender02,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,20296,2861,/jndi/rmi://10.30.161.217:9999/jmxrmi
55,10.30.161.27,ssh passed,tomcat8-smppsender03,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,20296,2861,/jndi/rmi://10.30.161.217:9999/jmxrmi
55,10.30.161.27,ssh passed,tomcat8-smppsender04,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,20296,2861,/jndi/rmi://10.30.161.217:9999/jmxrmi
55,10.30.161.27,ssh passed,tomcat8-smppsender05,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,20296,2861,/jndi/rmi://10.30.161.217:9999/jmxrmi
55,10.30.161.27,ssh passed,tomcat8-smppsender06,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,20296,2861,/jndi/rmi://10.30.161.217:9999/jmxrmi
55,10.30.161.27,ssh passed,tomcat8-smppsender07,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,20296,2861,/jndi/rmi://10.30.161.217:9999/jmxrmi
55,10.30.161.27,ssh passed,tomcat8-smppsendercallback01,UP,SMPPSenderCallBack,81f991eee6f6621f03860771b285ef41fea40b3a,24,48122,20296,2861,/jndi/rmi://10.30.161.217:9999/jmxrmi
55,10.30.161.27,ssh passed,tomcat8-smppsendercallback02,UP,SMPPSenderCallBack,81f991eee6f6621f03860771b285ef41fea40b3a,24,48122,20296,2861,/jndi/rmi://10.30.161.217:9999/jmxrmi
56,10.30.161.28,ssh passed,tomcat8-smppsender01,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,18816,503,/jndi/rmi://10.30.161.217:9999/jmxrmi
56,10.30.161.28,ssh passed,tomcat8-smppsender02,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,18816,503,/jndi/rmi://10.30.161.217:9999/jmxrmi
56,10.30.161.28,ssh passed,tomcat8-smppsender03,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,18816,503,/jndi/rmi://10.30.161.217:9999/jmxrmi
56,10.30.161.28,ssh passed,tomcat8-smppsender04,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,18816,503,/jndi/rmi://10.30.161.217:9999/jmxrmi
56,10.30.161.28,ssh passed,tomcat8-smppsender05,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,18816,503,/jndi/rmi://10.30.161.217:9999/jmxrmi
56,10.30.161.28,ssh passed,tomcat8-smppsender06,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,18816,503,/jndi/rmi://10.30.161.217:9999/jmxrmi
56,10.30.161.28,ssh passed,tomcat8-smppsender07,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,18816,503,/jndi/rmi://10.30.161.217:9999/jmxrmi
56,10.30.161.28,ssh passed,tomcat8-smppsendercallback01,UP,SMPPSenderCallBack,81f991eee6f6621f03860771b285ef41fea40b3a,24,48122,18816,503,/jndi/rmi://10.30.161.217:9999/jmxrmi
56,10.30.161.28,ssh passed,tomcat8-smppsendercallback02,UP,SMPPSenderCallBack,81f991eee6f6621f03860771b285ef41fea40b3a,24,48122,18816,503,/jndi/rmi://10.30.161.217:9999/jmxrmi
57,10.30.161.29,ssh passed,tomcat8-smppsender01,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,16466,9255,/jndi/rmi://10.30.161.217:9999/jmxrmi
57,10.30.161.29,ssh passed,tomcat8-smppsender02,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,16466,9255,/jndi/rmi://10.30.161.217:9999/jmxrmi
57,10.30.161.29,ssh passed,tomcat8-smppsender03,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,16466,9255,/jndi/rmi://10.30.161.217:9999/jmxrmi
57,10.30.161.29,ssh passed,tomcat8-smppsender04,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,16466,9255,/jndi/rmi://10.30.161.217:9999/jmxrmi
57,10.30.161.29,ssh passed,tomcat8-smppsender05,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,16466,9255,/jndi/rmi://10.30.161.217:9999/jmxrmi
57,10.30.161.29,ssh passed,tomcat8-smppsender06,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,16466,9255,/jndi/rmi://10.30.161.217:9999/jmxrmi
57,10.30.161.29,ssh passed,tomcat8-smppsender07,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,16466,9255,/jndi/rmi://10.30.161.217:9999/jmxrmi
57,10.30.161.29,ssh passed,tomcat8-smppsendercallback01,UP,SMPPSenderCallBack,81f991eee6f6621f03860771b285ef41fea40b3a,24,48122,16466,9255,/jndi/rmi://10.30.161.217:9999/jmxrmi
57,10.30.161.29,ssh passed,tomcat8-smppsendercallback02,UP,SMPPSenderCallBack,81f991eee6f6621f03860771b285ef41fea40b3a,24,48122,16466,9255,/jndi/rmi://10.30.161.217:9999/jmxrmi
